source_id,ra,dec,l,b,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,ag_gspphot,abs_mag_g,parallax_over_error
5947741909190597632,269.23291611939663,-48.205769506230254,344.3144930831328,-11.549608073882276,1.23459466151855,0.01791107,12.351226,0.48746777,1.0327901,0.2754,2.5334479735634896,68.92914055489426
5947759913694095616,269.5905696548492,-48.299555583769205,344.3435825395005,-11.80396215377272,1.6674737784305178,0.030528944,15.018544,1.1392145,0.92255706,0.2793,5.849539066098941,54.61943847224188
5947764861496562560,269.3863054392742,-48.15348132454808,344.4105996374693,-11.615418719254745,0.7404863821348849,0.026625233,14.844141,0.84659576,1.0377614,0.2443,3.9474263803357212,27.811451720812542
5947786160223068032,269.1725354115404,-48.324554619829605,344.1881893333798,-11.56994173169353,0.2093123815045962,0.026467461,14.911736,0.4242897,1.0066801,0.4667,1.049010595111509,7.90829092010738
5947792757296826240,268.97619656334945,-48.12337298707149,344.3063253253723,-11.359753276225574,0.2528859696358366,0.044221327,15.788271,1.1492023,1.0205169,0.8277,1.9751946746231006,5.718642718158065
5947809731008125824,268.40755666474547,-47.91923595859722,344.3048357720975,-10.928099708064858,1.5800652144851122,0.04290027,15.950762,1.5442314,0.9395632,0.4337,6.510437060425717,36.83112517672062
5947844163775118592,268.5524960156212,-47.5666876559129,344.66753700417826,-10.84485333014009,0.2854454543639796,0.021240454,14.208336,1.4620514,0.890726,,1.4859516569209141,13.438764273305063
5947859900537298688,268.2443977798674,-48.56310565742418,343.67599604245646,-11.14122751769346,14.78514840563334,0.014873407,10.460146,1.1787119,0.9365667,0.0637,6.245574440531233,994.0660136331467
5947869074587676288,267.8093267811418,-48.51116547116169,343.58106295228055,-10.86373693207681,0.6431795726984757,0.017698526,13.513758,0.56469154,1.075442,0.4364,2.119019214109243,36.340855317469696
5947874262908101632,267.963988338282,-48.49934381372974,343.6420148075542,-10.947748552018997,1.1151698682427704,0.02101169,13.065973,0.735734,1.3329567,0.175,3.1276781316360394,53.07378265350243
5947904014126138624,267.84157238987075,-48.13193428407909,343.92940965934093,-10.69888306553386,0.164921225005805,0.02877571,15.298363,0.6548977,0.9526282,0.7662,0.6185457600210156,5.731265188793083
5947906870301259136,267.6210618935706,-48.08761594380063,343.8960662813317,-10.548654681862384,0.1710627325932562,0.03375814,15.392728,0.6365166,1.0168436,0.508,1.0505050263146272,5.067303251697404
4470867990853229568,274.42600641838845,5.445225416881878,33.97222862423812,9.974372202254727,0.3897209240055169,0.040701028,15.652644,0.9823246,0.9826767,0.0617,3.5447126178290773,9.575210827734299
4470872285815226496,274.7385544816618,5.534208158764235,34.19450856987266,9.736151066572852,0.6147350118433889,0.03281377,9.461794,3.3920107,1.1760759,1.1076,-2.70236625603742,18.73405621613697
4470883834995486592,273.7606367181787,5.228718910460773,33.47367158495511,10.469378707548683,1.1771848397584517,0.015788427,12.991051,0.93836117,0.89135486,0.3301,3.0151743022566055,74.55998243260406
4470893283923553024,273.94153541912976,5.407143848215626,33.71796563960344,10.388418289450508,0.3649157064693753,0.026275046,14.747231,0.65335274,0.99784935,0.5449,2.013293781966844,13.88829943321033
4470893382698434560,273.9362201150546,5.427166012251126,33.73375035333503,10.402123855701449,3.802700920714866,0.017830823,11.734206,0.8846264,1.0216657,0.2327,4.401966849262931,213.2655862668182
4470897613250695808,273.702412801713,5.338912639203628,33.54738792875611,10.57062583227409,0.3722668857796796,0.01779833,13.438482,0.76723003,0.96544945,0.672,0.6207540309070444,20.915832315710496
4470940219318364160,274.2020657706676,5.733550281124826,34.13268456462979,10.30278739288457,0.7757067749139638,0.050928444,16.022743,1.2042723,1.0735952,0.8677,4.603530922638618,15.23130718295583
4471009248032573056,271.55950170771035,4.271805213683855,31.595905829201897,11.997573079107644,0.2065096548940287,0.027985562,15.105499,0.53001595,0.9321522,,1.6802008046395756,7.379149823542179
4471017112116030336,271.7622336093257,4.381940060250795,31.789619184922817,11.8669009874018,1.9347213983511236,0.14790566,17.975748,2.7887478,1.0975666,0.728,8.680840175275828,13.080779994160627
4471027527412867328,271.034669705613,4.156198599934361,31.248410750544444,12.412266639926951,4.60824416841433,0.053055335,16.407452,2.7395267,0.95291287,0.6783,9.04682941087097,86.85731921991123
4471049517646672256,271.12125034230155,4.379041288004765,31.49192491331434,12.43591475109305,0.3939880700263519,0.05231286,16.468239,1.0839224,0.9737872,0.2027,4.242954357856728,7.531380812028856
4471059172732556672,271.3896377227837,4.3244599277926685,31.56573336507186,12.17248376477414,0.1928140639012787,0.027663682,11.41496,2.684455,1.0668719,,-2.15934645870227,6.969934945799287
4471085487993425536,271.351545205344,4.617015418851137,31.81539781577048,12.338336870233928,0.3901692031560679,0.05836625,16.425879,1.0558157,0.97943306,0.0367,4.345443933349648,6.684842749980818
4471104183990145792,272.1791463719239,4.497712387651115,32.08658510732575,11.548121361975772,0.5014800245011888,0.038323518,15.834322,1.1196842,0.9726975,0.098,4.2375901920495265,13.085438150568242
4471157853902152192,272.4587258117928,4.975975067420287,32.65045203744852,11.514562795634186,0.2729300195188336,0.02289551,10.413672,2.6587029,0.87928605,,-2.4060714686939972,11.920678749625303
